name,opta_name,position,team,opponent,venue,clean_sheet_prob,predicted_fpl_points,goals,assists,shots,sot,passes,tackles,saves,yellows,avg_bps
Ben Gannon-Doak,B. Gannon-Doak,MID,Bournemouth,West Ham,Home,38%,3.99,0.17,0.14,1.49,0.55,21.08,1.08,0.0,0.09,2.0
Rico Lewis,R. Lewis,DEF,Man City,Newcastle,Away,30%,3.99,0.05,0.08,0.57,0.18,41.75,1.73,0.0,0.14,4.545454545454546
Jaydee Canvot,J. Canvot,DEF,Crystal Palace,Wolves,Away,38%,3.99,0.04,0.02,0.5,0.14,55.75,1.76,0.0,0.21,4.25
Bafodé Diakité,B. Diakité,DEF,Bournemouth,West Ham,Home,38%,3.99,0.04,0.02,0.44,0.12,65.06,1.06,0.0,0.16,9.909090909090908
Veljko Milosavljevic,V. Milosavljević,DEF,Bournemouth,West Ham,Home,38%,3.99,0.04,0.02,0.48,0.12,58.66,1.37,0.0,0.18,6.0
Stefanos Tzimas,S. Tzimas,FWD,Brighton,Brentford,Home,33%,3.99,0.33,0.07,2.11,0.86,11.2,0.55,0.0,0.12,2.5454545454545454
Harvey Barnes,H. Barnes,MID,Newcastle,Man City,Home,20%,3.98,0.21,0.12,1.74,0.7,17.95,0.64,0.0,0.07,6.636363636363637
Mitoma Kaoru,K. Mitoma,MID,Brighton,Brentford,Home,33%,3.98,0.19,0.12,1.68,0.61,22.41,1.09,0.0,0.1,5.818181818181818
Matai Akinmboni,M. Akinmboni,DEF,Bournemouth,West Ham,Home,38%,3.98,0.04,0.02,0.46,0.12,58.88,1.12,0.0,0.17,0.0
Solly March,S. March,MID,Brighton,Brentford,Home,33%,3.98,0.17,0.15,1.67,0.59,22.94,1.35,0.0,0.12,0.0
Brajan Gruda,B. Gruda,MID,Brighton,Brentford,Home,33%,3.97,0.17,0.15,1.8,0.63,22.78,1.13,0.0,0.11,5.090909090909091
Bradley Burrowes,B. Burrowes,MID,Aston Villa,Leeds,Away,33%,3.96,0.17,0.15,1.47,0.55,22.97,1.24,0.0,0.12,0.3
Owen Bevan,O. Bevan,DEF,Bournemouth,West Ham,Home,38%,3.96,0.03,0.03,0.45,0.11,59.5,1.27,0.0,0.17,0.0
Dominic Calvert-Lewin,D. Calvert-Lewin,FWD,Leeds,Aston Villa,Home,29%,3.96,0.33,0.07,2.05,0.85,13.21,0.5,0.0,0.14,6.3
Jarrod Bowen,J. Bowen,FWD,West Ham,Bournemouth,Away,15%,3.96,0.26,0.14,2.27,0.88,21.58,0.92,0.0,0.1,19.09090909090909
Nathaniel Clyne,N. Clyne,DEF,Crystal Palace,Wolves,Away,38%,3.96,0.01,0.05,0.23,0.06,35.25,1.36,0.0,0.11,0.4545454545454545
Joshua Zirkzee,J. Zirkzee,FWD,Man Utd,Everton,Home,38%,3.95,0.3,0.09,2.11,0.82,18.7,0.58,0.0,0.08,0.6363636363636364
Facundo Buonanotte,F. Buonanotte,MID,Chelsea,Burnley,Away,45%,3.95,0.17,0.12,1.55,0.57,24.55,1.53,0.0,0.16,0.3636363636363636
Olivier Boscagli,O. Boscagli,DEF,Brighton,Brentford,Home,33%,3.94,0.05,0.04,0.57,0.16,75.13,1.23,0.0,0.14,0.0
Daniel James,D. James,MID,Leeds,Aston Villa,Home,29%,3.94,0.19,0.12,1.86,0.7,15.35,0.99,0.0,0.11,3.727272727272727
Wilson Isidor,W. Isidor,FWD,Sunderland,Fulham,Away,25%,3.94,0.32,0.07,2.01,0.83,10.09,0.42,0.0,0.1,12.909090909090908
Tyler Fredricson,T. Fredricson,DEF,Man Utd,Everton,Home,38%,3.94,0.03,0.02,0.38,0.1,68.63,1.21,0.0,0.15,0.0
Dango Ouattara,D. Ouattara,MID,Brentford,Brighton,Away,20%,3.91,0.2,0.12,1.97,0.71,17.28,1.22,0.0,0.13,9.090909090909092
Enes Ünal,E. Ünal,FWD,Bournemouth,West Ham,Home,38%,3.91,0.27,0.12,2.14,0.8,16.72,0.77,0.0,0.1,0.2727272727272727
Jan Paul van Hecke,J. van Hecke,DEF,Brighton,Brentford,Home,33%,3.9,0.05,0.04,0.65,0.18,66.31,1.2,0.0,0.18,13.818181818181818
Rico Henry,R. Henry,DEF,Brentford,Brighton,Away,20%,3.89,0.11,0.07,0.98,0.36,20.92,0.88,0.0,0.12,1.0
Luke Shaw,L. Shaw,DEF,Man Utd,Everton,Home,38%,3.88,0.02,0.02,0.33,0.08,65.19,1.08,0.0,0.13,9.454545454545457
Wilfried Gnonto,W. Gnonto,MID,Leeds,Aston Villa,Home,29%,3.88,0.19,0.11,1.87,0.67,21.34,1.32,0.0,0.15,2.4545454545454546
Mason Mount,M. Mount,MID,Man Utd,Everton,Home,38%,3.87,0.17,0.11,1.53,0.54,24.92,1.0,0.0,0.09,6.363636363636363
Dominic Solanke-Mitchell,D. Solanke,FWD,Spurs,Arsenal,Away,13%,3.87,0.31,0.07,1.92,0.79,11.02,0.5,0.0,0.12,0.9090909090909092
Lewis Dunk,L. Dunk,DEF,Brighton,Brentford,Home,33%,3.86,0.05,0.02,0.52,0.16,70.5,0.81,0.0,0.12,12.545454545454543
Chadi Riad Dnanou,C. Riad,DEF,Crystal Palace,Wolves,Away,38%,3.86,0.03,0.01,0.34,0.09,57.19,1.32,0.0,0.19,0.0
Ezri Konsa Ngoyo,E. Konsa,DEF,Aston Villa,Leeds,Away,33%,3.85,0.05,0.03,0.43,0.13,64.13,0.95,0.0,0.17,15.272727272727272
Josh King,J. King,MID,Fulham,Sunderland,Home,40%,3.84,0.16,0.11,1.42,0.5,25.16,1.12,0.0,0.09,7.272727272727272
Adam Webster,A. Webster,DEF,Brighton,Brentford,Home,33%,3.84,0.05,0.02,0.59,0.16,65.94,0.99,0.0,0.15,0.0
Joško Gvardiol,J. Gvardiol,DEF,Man City,Newcastle,Away,30%,3.83,0.06,0.04,0.66,0.2,61.38,1.4,0.0,0.2,12.272727272727272
Kevin Schade,K. Schade,MID,Brentford,Brighton,Away,20%,3.83,0.21,0.09,1.73,0.66,14.95,1.15,0.0,0.14,12.181818181818182
Diego Coppola,D. Coppola,DEF,Brighton,Brentford,Home,33%,3.82,0.05,0.02,0.57,0.15,55.97,1.21,0.0,0.18,0.5454545454545454
David Møller Wolfe,D. Møller Wolfe,DEF,Wolves,Crystal Palace,Home,23%,3.82,0.07,0.08,0.86,0.27,33.19,1.19,0.0,0.1,1.3636363636363635
Nick Woltemade,N. Woltemade,FWD,Newcastle,Man City,Home,20%,3.82,0.3,0.07,1.79,0.76,13.63,0.52,0.0,0.12,16.625
Anthony Gordon,A. Gordon,MID,Newcastle,Man City,Home,20%,3.81,0.19,0.11,1.85,0.69,18.56,0.93,0.0,0.1,3.909090909090909
Bertrand Traoré,B. Traoré,MID,Sunderland,Fulham,Away,25%,3.81,0.19,0.1,1.84,0.67,18.64,0.71,0.0,0.09,7.5
Tyrone Mings,T. Mings,DEF,Aston Villa,Leeds,Away,33%,3.81,0.05,0.02,0.51,0.15,53.09,0.8,0.0,0.16,7.909090909090909
Trey Nyoni,T. Nyoni,MID,Liverpool,Nott'm Forest,Home,41%,3.81,0.14,0.13,1.46,0.46,62.41,1.64,0.0,0.12,0.0
Lamare Bogarde,L. Bogarde,DEF,Aston Villa,Leeds,Away,33%,3.81,0.04,0.04,0.5,0.14,41.75,1.76,0.0,0.24,4.727272727272728
Zian Flemming,Z. Flemming,FWD,Burnley,Chelsea,Home,17%,3.8,0.3,0.07,2.04,0.83,14.27,0.64,0.0,0.16,9.909090909090908
Matheus Nunes,Matheus Nunes,DEF,Man City,Newcastle,Away,30%,3.8,0.03,0.07,0.4,0.12,56.5,1.82,0.0,0.16,16.181818181818183
William Osula,W. Osula,FWD,Newcastle,Man City,Home,20%,3.79,0.3,0.06,1.86,0.79,10.98,0.49,0.0,0.11,5.454545454545454
Noah Okafor,N. Okafor,MID,Leeds,Aston Villa,Home,29%,3.79,0.17,0.11,1.61,0.59,16.91,1.24,0.0,0.11,9.8
Joël Piroe,J. Piroe,FWD,Leeds,Aston Villa,Home,29%,3.79,0.28,0.08,2.01,0.79,18.83,0.75,0.0,0.11,1.2727272727272727
Callum Wilson,C. Wilson,FWD,West Ham,Bournemouth,Away,15%,3.78,0.29,0.07,1.68,0.71,10.27,0.33,0.0,0.08,8.181818181818182
Sam Byram,S. Byram,DEF,Leeds,Aston Villa,Home,29%,3.78,0.04,0.06,0.56,0.16,27.53,1.75,0.0,0.16,-0.1818181818181818
Alexis Mac Allister,A. Mac Allister,MID,Liverpool,Nott'm Forest,Home,41%,3.77,0.13,0.14,1.45,0.45,46.38,1.67,0.0,0.14,11.454545454545457
Jacob Murphy,J. Murphy,MID,Newcastle,Man City,Home,20%,3.77,0.17,0.13,1.58,0.61,18.63,0.74,0.0,0.07,11.727272727272728
Joël Veltman,J. Veltman,DEF,Brighton,Brentford,Home,33%,3.77,0.02,0.05,0.29,0.07,34.13,1.85,0.0,0.17,2.5454545454545454
Harry Gray,H. Gray,FWD,Leeds,Aston Villa,Home,29%,3.76,0.28,0.08,2.15,0.85,12.82,0.67,0.0,0.14,0.0
Jonah Kusi-Asare,J. Kusi-Asare,FWD,Fulham,Sunderland,Home,40%,3.76,0.25,0.11,2.06,0.77,17.72,0.66,0.0,0.09,0.25
Dennis Cirkin,D. Cirkin,DEF,Sunderland,Fulham,Away,25%,3.76,0.06,0.07,0.79,0.24,28.61,2.02,0.0,0.2,0.0
Remy Rees-Dottin,R. Rees-Dottin,MID,Bournemouth,West Ham,Home,38%,3.76,0.15,0.11,1.47,0.52,21.83,1.04,0.0,0.08,0.0
Emiliano Buendía Stati,E. Buendía,MID,Aston Villa,Leeds,Away,33%,3.76,0.15,0.13,1.54,0.53,25.33,1.66,0.0,0.16,12.0
Gabriel Gudmundsson,G. Gudmundsson,DEF,Leeds,Aston Villa,Home,29%,3.75,0.03,0.07,0.46,0.13,28.72,1.8,0.0,0.16,9.363636363636363
Reiss Nelson,R. Nelson,MID,Brentford,Brighton,Away,20%,3.74,0.17,0.12,1.57,0.58,26.05,1.11,0.0,0.09,1.0909090909090908
Brenden Aaronson,B. Aaronson,MID,Leeds,Aston Villa,Home,29%,3.74,0.17,0.1,1.69,0.61,20.05,1.38,0.0,0.13,14.181818181818182
Victor Lindelöf,V. Lindelöf,DEF,Aston Villa,Leeds,Away,33%,3.73,0.02,0.04,0.28,0.08,43.19,1.47,0.0,0.15,1.125
Joe Rodon,J. Rodon,DEF,Leeds,Aston Villa,Home,29%,3.72,0.06,0.02,0.59,0.18,45.66,1.16,0.0,0.17,13.909090909090908
Rúben dos Santos Gato Alves Dias,Rúben Dias,DEF,Man City,Newcastle,Away,30%,3.72,0.04,0.04,0.45,0.13,67.63,1.03,0.0,0.14,17.454545454545453
Daniel Ballard,D. Ballard,DEF,Sunderland,Fulham,Away,25%,3.71,0.09,0.02,0.78,0.25,43.38,0.94,0.0,0.2,13.545454545454543
Pascal Struijk,P. Struijk,DEF,Leeds,Aston Villa,Home,29%,3.71,0.06,0.02,0.67,0.2,45.63,1.16,0.0,0.18,8.363636363636363
Fábio Freitas Gouveia Carvalho,Fábio Carvalho,MID,Brentford,Brighton,Away,20%,3.7,0.18,0.1,1.71,0.61,24.22,1.38,0.0,0.14,3.8181818181818175
Oscar Bobb,O. Bobb,MID,Man City,Newcastle,Away,30%,3.7,0.13,0.15,1.08,0.42,31.94,1.22,0.0,0.1,7.363636363636363
Pau Torres,Pau Torres,DEF,Aston Villa,Leeds,Away,33%,3.7,0.03,0.02,0.31,0.09,56.63,0.93,0.0,0.14,10.727272727272728
Morgan Gibbs-White,M. Gibbs-White,MID,Nott'm Forest,Liverpool,Away,12%,3.69,0.19,0.1,1.68,0.63,29.19,1.07,0.0,0.11,15.454545454545457
Nehemiah Oriola,N. Oriola,MID,Brighton,Brentford,Home,33%,3.68,0.14,0.12,1.45,0.52,19.2,1.2,0.0,0.1,0.75
James Justin,J. Justin,DEF,Leeds,Aston Villa,Home,29%,3.67,0.03,0.05,0.49,0.13,27.17,1.97,0.0,0.18,1.6666666666666667
Norberto Bercique Gomes Betuncal,Beto,FWD,Everton,Man Utd,Away,18%,3.67,0.28,0.06,1.79,0.74,11.29,0.51,0.0,0.12,4.363636363636363
Curtis Jones,C. Jones,MID,Liverpool,Nott'm Forest,Home,41%,3.66,0.12,0.13,1.26,0.41,59.09,1.23,0.0,0.11,7.454545454545454
Niclas Füllkrug,N. Füllkrug,FWD,West Ham,Bournemouth,Away,15%,3.66,0.28,0.06,1.73,0.71,16.77,0.39,0.0,0.12,2.090909090909091
Mohammed Kudus,M. Kudus,MID,Spurs,Arsenal,Away,13%,3.65,0.15,0.16,1.53,0.57,20.44,1.59,0.0,0.18,12.636363636363637
Mateus Mané,M. Mané,FWD,Wolves,Crystal Palace,Home,23%,3.64,0.22,0.12,2.37,0.83,24.38,1.06,0.0,0.14,1.0
Daichi Kamada,D. Kamada,MID,Crystal Palace,Wolves,Away,38%,3.64,0.12,0.13,1.14,0.4,33.06,1.48,0.0,0.12,12.090909090909092
Richarlison de Andrade,Richarlison,FWD,Spurs,Arsenal,Away,13%,3.64,0.24,0.09,1.88,0.75,13.87,0.97,0.0,0.11,16.363636363636363
Jaidon Anthony,J. Anthony,MID,Burnley,Chelsea,Home,17%,3.63,0.17,0.1,1.55,0.58,21.45,1.23,0.0,0.11,15.090909090909092
Romaine Mundle,R. Mundle,MID,Sunderland,Fulham,Away,25%,3.63,0.15,0.12,1.68,0.58,19.28,1.19,0.0,0.14,0.0
Trai Hume,T. Hume,DEF,Sunderland,Fulham,Away,25%,3.63,0.04,0.07,0.57,0.16,32.53,2.0,0.0,0.19,14.545454545454543
Iliman Ndiaye,I. Ndiaye,MID,Everton,Man Utd,Away,18%,3.63,0.16,0.12,1.43,0.53,26.0,1.59,0.0,0.15,20.272727272727277
Nathan Aké,N. Aké,DEF,Man City,Newcastle,Away,30%,3.63,0.04,0.02,0.39,0.12,70.81,0.87,0.0,0.14,3.8181818181818175
George Earthy,G. Earthy,MID,West Ham,Bournemouth,Away,15%,3.62,0.16,0.12,1.49,0.54,27.92,0.95,0.0,0.08,0.0
Mathys Tel,M. Tel,MID,Spurs,Arsenal,Away,13%,3.6,0.19,0.08,1.56,0.62,11.96,0.65,0.0,0.1,6.0
Yusuf Akhamrich,Y. Akhamrich,MID,Spurs,Arsenal,Away,13%,3.6,0.16,0.12,1.65,0.6,23.45,1.49,0.0,0.14,0.0
Jaydon Banel,J. Banel,MID,Burnley,Chelsea,Home,17%,3.6,0.18,0.08,1.74,0.66,15.38,0.92,0.0,0.1,0.0
Arthur Masuaku,A. Masuaku,DEF,Sunderland,Fulham,Away,25%,3.59,0.03,0.08,0.47,0.12,44.09,1.68,0.0,0.17,0.3636363636363636
Taiwo Awoniyi,T. Awoniyi,FWD,Nott'm Forest,Liverpool,Away,12%,3.58,0.25,0.07,1.52,0.65,11.62,0.46,0.0,0.09,1.7272727272727273
Dwight McNeil,D. McNeil,MID,Everton,Man Utd,Away,18%,3.57,0.13,0.15,1.33,0.48,24.33,0.96,0.0,0.09,0.6363636363636364
Thierno Barry,T. Barry,FWD,Everton,Man Utd,Away,18%,3.57,0.26,0.06,1.7,0.69,12.15,0.5,0.0,0.12,0.6363636363636364
Harrison Jones,H. Jones,MID,Sunderland,Fulham,Away,25%,3.57,0.13,0.14,1.53,0.51,34.97,1.57,0.0,0.18,0.0
Anthony Elanga,A. Elanga,MID,Newcastle,Man City,Home,20%,3.57,0.14,0.13,1.32,0.51,19.44,0.65,0.0,0.08,4.818181818181818
Callum Marshall,C. Marshall,FWD,West Ham,Bournemouth,Away,15%,3.57,0.23,0.09,1.92,0.73,15.76,0.95,0.0,0.13,0.0
John Stones,J. Stones,DEF,Man City,Newcastle,Away,30%,3.57,0.03,0.02,0.26,0.08,60.44,0.77,0.0,0.12,4.181818181818182
Hugo Bueno López,Hugo Bueno,DEF,Wolves,Crystal Palace,Home,23%,3.56,0.03,0.09,0.48,0.13,35.5,1.76,0.0,0.15,7.636363636363637
Evann Guessand,E. Guessand,MID,Aston Villa,Leeds,Away,33%,3.54,0.14,0.09,1.25,0.47,15.96,1.33,0.0,0.13,4.181818181818182
Keane Lewis-Potter,K. Lewis-Potter,DEF,Brentford,Brighton,Away,20%,3.54,0.05,0.08,0.59,0.19,24.7,1.3,0.0,0.11,5.545454545454546
Wilson Odobert,W. Odobert,MID,Spurs,Arsenal,Away,13%,3.54,0.17,0.09,1.39,0.56,19.03,0.66,0.0,0.07,6.181818181818182
Jhon Arias,J. Arias,MID,Wolves,Crystal Palace,Home,23%,3.53,0.14,0.12,1.68,0.57,30.03,1.25,0.0,0.16,8.181818181818182
Callum Hudson-Odoi,C. Hudson-Odoi,MID,Nott'm Forest,Liverpool,Away,12%,3.53,0.15,0.12,1.37,0.54,21.31,0.79,0.0,0.07,8.818181818181818
Ladislav Krejcí,L. Krejčí,DEF,Wolves,Crystal Palace,Home,23%,3.53,0.06,0.04,0.84,0.22,53.84,1.29,0.0,0.18,7.111111111111111
Ahmed Abdullahi,A. Abdullahi,FWD,Sunderland,Fulham,Away,25%,3.53,0.26,0.06,1.9,0.73,14.17,0.42,0.0,0.15,0.0
Stephen Mfuni,S. Mfuni,DEF,Man City,Newcastle,Away,30%,3.52,0.03,0.02,0.38,0.1,53.91,1.34,0.0,0.21,0.0
Abdukodir Khusanov,A. Khusanov,DEF,Man City,Newcastle,Away,30%,3.52,0.03,0.02,0.34,0.09,56.69,1.26,0.0,0.21,4.181818181818182
Tom Cairney,T. Cairney,MID,Fulham,Sunderland,Home,40%,3.52,0.11,0.12,1.14,0.37,48.56,0.81,0.0,0.1,2.8181818181818183
Bernardo Mota Veiga de Carvalho e Silva,Bernardo Silva,MID,Man City,Newcastle,Away,30%,3.52,0.11,0.14,0.94,0.34,38.81,1.41,0.0,0.12,10.909090909090908
Crysencio Summerville,C. Summerville,MID,West Ham,Bournemouth,Away,15%,3.51,0.16,0.1,1.55,0.57,21.48,1.23,0.0,0.14,8.272727272727273
Ian Poveda-Ocampo,I. Poveda,MID,Sunderland,Fulham,Away,25%,3.49,0.14,0.1,1.46,0.51,21.53,1.15,0.0,0.13,0.0
Nordi Mukiele,N. Mukiele,DEF,Sunderland,Fulham,Away,25%,3.49,0.04,0.04,0.64,0.17,45.06,1.67,0.0,0.19,17.4
Alex Scott,A. Scott,MID,Bournemouth,West Ham,Home,38%,3.49,0.1,0.13,1.43,0.4,44.38,1.68,0.0,0.17,14.909090909090908
Justin Devenny,J. Devenny,MID,Crystal Palace,Wolves,Away,38%,3.49,0.09,0.13,0.99,0.33,30.61,1.89,0.0,0.11,3.0
Dejan Kulusevski,D. Kulusevski,MID,Spurs,Arsenal,Away,13%,3.48,0.18,0.07,1.54,0.59,17.02,0.88,0.0,0.13,0.0
Arnaud Kalimuendo,A. Kalimuendo,FWD,Nott'm Forest,Liverpool,Away,12%,3.47,0.23,0.07,1.57,0.65,13.8,0.55,0.0,0.1,1.4
Lyle Foster,L. Foster,FWD,Burnley,Chelsea,Home,17%,3.46,0.24,0.06,1.55,0.66,13.76,0.65,0.0,0.13,10.363636363636363
Christian Nørgaard,C. Nørgaard,MID,Arsenal,Spurs,Home,48%,3.46,0.1,0.09,1.13,0.34,46.03,1.77,0.0,0.14,0.6363636363636364
Carlos Alcaraz Durán,C. Alcaraz,MID,Everton,Man Utd,Away,18%,3.46,0.15,0.09,1.54,0.53,24.66,1.14,0.0,0.12,3.272727272727273
Omar Alderete,O. Alderete,DEF,Sunderland,Fulham,Away,25%,3.46,0.05,0.02,0.54,0.16,41.66,0.99,0.0,0.17,13.0
Jaka Bijol,J. Bijol,DEF,Leeds,Aston Villa,Home,29%,3.46,0.03,0.01,0.36,0.1,44.66,1.42,0.0,0.2,2.636363636363636
Christantus Uche,C. Uche,FWD,Crystal Palace,Wolves,Away,38%,3.45,0.22,0.08,1.79,0.69,16.11,0.84,0.0,0.14,1.5
James Maddison,J. Maddison,MID,Spurs,Arsenal,Away,13%,3.45,0.13,0.14,1.45,0.49,39.19,1.18,0.0,0.14,0.0
Sebastiaan Bornauw,S. Bornauw,DEF,Leeds,Aston Villa,Home,29%,3.43,0.03,0.01,0.4,0.11,44.31,1.46,0.0,0.23,0.0
Myles Peart-Harris,M. Peart-Harris,MID,Brentford,Brighton,Away,20%,3.42,0.16,0.07,1.42,0.53,16.83,0.7,0.0,0.12,0.0
Omari Hutchinson,O. Hutchinson,MID,Nott'm Forest,Liverpool,Away,12%,3.41,0.14,0.11,1.35,0.51,19.45,1.06,0.0,0.11,4.9
Kiernan Dewsbury-Hall,K. Dewsbury-Hall,MID,Everton,Man Utd,Away,18%,3.41,0.11,0.15,1.31,0.45,31.86,1.25,0.0,0.15,15.0
Brian Brobbey,B. Brobbey,FWD,Sunderland,Fulham,Away,25%,3.41,0.23,0.06,1.62,0.65,13.06,0.49,0.0,0.12,6.25
Fabian Schär,F. Schär,DEF,Newcastle,Man City,Home,20%,3.41,0.05,0.05,0.74,0.21,35.5,1.41,0.0,0.14,8.636363636363637
Benjamin Arthur,B. Arthur,DEF,Brentford,Brighton,Away,20%,3.41,0.04,0.06,0.56,0.17,31.59,1.51,0.0,0.11,0.0
Tawanda Chirewa,T. Chirewa,MID,Wolves,Crystal Palace,Home,23%,3.4,0.14,0.08,1.52,0.51,22.94,1.2,0.0,0.13,0.0
Timothée Pembélé,T. Pembélé,DEF,Sunderland,Fulham,Away,25%,3.4,0.02,0.04,0.43,0.11,28.14,2.02,0.0,0.16,0.0
Lutsharel Geertruida,L. Geertruida,DEF,Sunderland,Fulham,Away,25%,3.4,0.02,0.04,0.35,0.09,38.72,1.78,0.0,0.14,7.0
Martín Zubimendi Ibáñez,Martín Zubimendi,MID,Arsenal,Spurs,Home,48%,3.39,0.1,0.08,1.12,0.34,59.22,1.88,0.0,0.18,18.545454545454547
Aji Alese,A. Alese,DEF,Sunderland,Fulham,Away,25%,3.39,0.02,0.04,0.36,0.09,29.94,1.69,0.0,0.15,0.0
Jackson Tchatchoua,J. Tchatchoua,DEF,Wolves,Crystal Palace,Home,23%,3.39,0.02,0.06,0.39,0.1,29.0,1.45,0.0,0.12,1.7
Yasin Ayari,Y. Ayari,MID,Brighton,Brentford,Home,33%,3.38,0.11,0.1,1.63,0.46,43.5,1.67,0.0,0.18,14.909090909090908
Ki-Jana Hoever,K. Hoever,DEF,Wolves,Crystal Palace,Home,23%,3.38,0.02,0.06,0.41,0.1,30.42,1.79,0.0,0.15,1.4545454545454546
Simon Adingra,S. Adingra,MID,Sunderland,Fulham,Away,25%,3.38,0.12,0.1,1.17,0.43,16.27,1.03,0.0,0.1,3.363636363636364
Romelle Donovan,R. Donovan,MID,Brentford,Brighton,Away,20%,3.38,0.13,0.1,1.45,0.5,18.31,1.2,0.0,0.13,0.0
Ross Barkley,R. Barkley,MID,Aston Villa,Leeds,Away,33%,3.38,0.11,0.1,1.04,0.36,31.41,1.02,0.0,0.11,3.727272727272727
Abdoullah Ba,A. Ba,MID,Sunderland,Fulham,Away,25%,3.37,0.12,0.1,1.36,0.47,19.67,1.18,0.0,0.13,0.0
Kyle Walker-Peters,K. Walker-Peters,DEF,West Ham,Bournemouth,Away,15%,3.37,0.07,0.06,0.81,0.27,23.67,1.2,0.0,0.12,7.181818181818182
Mikkel Damsgaard,M. Damsgaard,MID,Brentford,Brighton,Away,20%,3.36,0.09,0.16,1.08,0.36,31.23,1.35,0.0,0.14,12.727272727272728
Carlos Henrique Casimiro,Casemiro,MID,Man Utd,Everton,Home,38%,3.35,0.1,0.09,1.34,0.39,49.06,1.95,0.0,0.17,15.0
John McGinn,J. McGinn,MID,Aston Villa,Leeds,Away,33%,3.34,0.1,0.11,1.08,0.36,23.69,1.46,0.0,0.17,13.0
Ryan Gravenberch,R. Gravenberch,MID,Liverpool,Nott'm Forest,Home,41%,3.34,0.1,0.08,1.06,0.32,57.63,1.71,0.0,0.15,19.545454545454547
Jacob Bruun Larsen,J. Bruun Larsen,MID,Burnley,Chelsea,Home,17%,3.34,0.13,0.09,1.19,0.47,15.99,0.81,0.0,0.07,4.2727272727272725
Marcus Edwards,M. Edwards,MID,Burnley,Chelsea,Home,17%,3.34,0.13,0.09,1.27,0.48,19.25,1.04,0.0,0.09,0.7272727272727273
Lukas Nmecha,L. Nmecha,FWD,Leeds,Aston Villa,Home,29%,3.33,0.21,0.06,1.55,0.62,12.3,0.57,0.0,0.1,6.909090909090909
Marshall Munetsi,M. Munetsi,MID,Wolves,Crystal Palace,Home,23%,3.33,0.13,0.08,1.44,0.5,18.61,1.42,0.0,0.16,11.454545454545457
Stefan Bajčetić Maquieira,Stefan Bajčetić,MID,Liverpool,Nott'm Forest,Home,41%,3.32,0.09,0.09,1.06,0.3,42.28,1.85,0.0,0.15,0.0
Adam Aznou,A. Aznou,DEF,Everton,Man Utd,Away,18%,3.32,0.04,0.07,0.63,0.19,27.25,2.08,0.0,0.19,0.0
Charalampos Kostoulas,C. Kostoulas,FWD,Brighton,Brentford,Home,33%,3.32,0.17,0.1,1.62,0.57,17.89,1.46,0.0,0.13,3.5454545454545454
Kobbie Mainoo,K. Mainoo,MID,Man Utd,Everton,Home,38%,3.31,0.1,0.08,1.12,0.34,40.38,1.5,0.0,0.13,2.363636363636364
Michael Keane,M. Keane,DEF,Everton,Man Utd,Away,18%,3.31,0.07,0.02,0.63,0.21,34.69,1.0,0.0,0.15,14.090909090909092
Ashley Barnes,A. Barnes,FWD,Burnley,Chelsea,Home,17%,3.31,0.22,0.05,1.42,0.6,12.53,0.5,0.0,0.12,0.2727272727272727
Chemsdine Talbi,C. Talbi,MID,Sunderland,Fulham,Away,25%,3.31,0.11,0.09,1.12,0.41,18.38,0.83,0.0,0.06,9.090909090909092
Nathan Collins,N. Collins,DEF,Brentford,Brighton,Away,20%,3.29,0.06,0.02,0.54,0.17,41.22,0.91,0.0,0.18,8.818181818181818
Romain Esse,R. Esse,MID,Crystal Palace,Wolves,Away,38%,3.29,0.1,0.08,1.33,0.41,25.0,1.46,0.0,0.16,0.5454545454545454
James McAtee,J. McAtee,MID,Nott'm Forest,Liverpool,Away,12%,3.28,0.12,0.1,1.28,0.47,21.61,1.32,0.0,0.1,1.818181818181818
Ryan Sessegnon,R. Sessegnon,MID,Fulham,Sunderland,Home,40%,3.28,0.07,0.11,0.94,0.27,39.47,1.94,0.0,0.14,15.272727272727272
Hwang Hee-chan,Hwang Hee-Chan,MID,Wolves,Crystal Palace,Home,23%,3.28,0.13,0.07,1.34,0.47,20.61,1.04,0.0,0.13,5.0
Joe Willock,J. Willock,MID,Newcastle,Man City,Home,20%,3.28,0.13,0.07,1.23,0.44,19.8,1.22,0.0,0.11,1.7272727272727273
Kieran Trippier,K. Trippier,DEF,Newcastle,Man City,Home,20%,3.28,0.02,0.08,0.3,0.08,40.06,1.96,0.0,0.2,11.0
Luke O'Nien,L. O'Nien,DEF,Sunderland,Fulham,Away,25%,3.27,0.03,0.01,0.38,0.11,50.25,0.99,0.0,0.18,0.0
Tino Livramento,T. Livramento,DEF,Newcastle,Man City,Home,20%,3.26,0.02,0.06,0.31,0.09,31.95,1.45,0.0,0.11,12.454545454545457
Leo Fuhr Hjelde,L. Hjelde,DEF,Sunderland,Fulham,Away,25%,3.26,0.01,0.03,0.27,0.06,30.42,1.85,0.0,0.18,0.0
Dilane Bakwa,D. Bakwa,MID,Nott'm Forest,Liverpool,Away,12%,3.26,0.11,0.12,1.16,0.41,22.08,1.18,0.0,0.12,3.375
Malick Thiaw,M. Thiaw,DEF,Newcastle,Man City,Home,20%,3.25,0.05,0.02,0.53,0.15,48.0,1.17,0.0,0.16,8.090909090909092
